participant,age,gender,exclude,IAT_condition,attribute_condition,IAT_D1,SCIAT_D1,mean_rating,IAT_mean_RT,IAT_perc_acc,IAT_exclude_based_on_fast_trials,SCIAT_mean_RT,SCIAT_perc_acc,SCIAT_exclude_based_on_fast_trials
960674901,57,female,FALSE,Insects-Chinese IAT,opposite valenced attributes,0.094,-0.094,4,676,97.5,FALSE,589,99.33,FALSE
962222324,23,male,FALSE,Flowers-Chinese IAT,nonword attributes,-0.48,0.011,4,994,92.5,FALSE,712,92,FALSE
964145769,23,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.623,0.292,4.33,800,91.67,FALSE,580,91.33,FALSE
970567617,20,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.387,0.075,4,1096,83.33,FALSE,996,81.51,FALSE
976870162,24,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.782,-0.229,5.33,884,95,FALSE,651,96,FALSE
981672165,28,female,FALSE,Insects-Chinese IAT,opposite valenced attributes,-0.142,-0.101,4,670,95,FALSE,506,94.67,FALSE
982308911,37,male,FALSE,Insects-Chinese IAT,nonword attributes,-0.222,0.02,4.33,774,90,FALSE,660,95.33,FALSE
983000425,45,female,FALSE,Flowers-Chinese IAT,opposite valenced attributes,-0.098,-0.215,4,807,100,FALSE,654,99.33,FALSE
984063085,38,male,FALSE,Insects-Chinese IAT,opposite valenced attributes,-0.024,0.072,5.67,951,100,FALSE,698,99.33,FALSE
985488087,40,male,FALSE,Insects-Chinese IAT,nonword attributes,0.631,0.359,4,801,74.17,FALSE,988,96.6,FALSE
987688795,53,female,FALSE,Flowers-Chinese IAT,nonword attributes,0.452,0.352,3.83,770,92.5,FALSE,670,94.67,FALSE
990739910,35,female,FALSE,Insects-Chinese IAT,opposite valenced attributes,-0.23,-0.022,4.33,730,95,FALSE,598,96.67,FALSE
991330272,39,female,FALSE,Insects-Chinese IAT,nonword attributes,1.347,-0.289,4.67,723,98.33,FALSE,566,96,FALSE
991516739,30,female,FALSE,Flowers-Chinese IAT,nonword attributes,0.612,-0.192,5.17,728,97.5,FALSE,556,99.33,FALSE
992606616,64,female,FALSE,Insects-Chinese IAT,nonword attributes,0.303,0.068,6,703,96.67,FALSE,643,98.67,FALSE
995832184,19,male,FALSE,Insects-Chinese IAT,nonword attributes,0.824,0.161,4,705,89.17,FALSE,545,93.33,FALSE
997363066,19,male,FALSE,Flowers-Chinese IAT,opposite valenced attributes,0.311,-0.195,6,1001,74.17,FALSE,714,89.33,FALSE
